time,BTC-USD,ETH-USD,EURUSD=X
2025-11-11,0.6354990565143349,0.36450094348566503,0.0
2025-11-12,0.631464700806075,0.36853529919392497,0.0
2025-11-13,0.6322909904235472,0.36770900957645275,0.0
2025-11-14,0.6128555627748115,0.38714443722518854,0.0
2025-11-15,0.6126113645194992,0.3873886354805008,0.0
2025-11-16,0.6132402629147808,0.38675973708521916,0.0
2025-11-17,0.6124407235181241,0.38755927648187594,0.0
2025-11-18,0.6158247812350746,0.38417521876492544,0.0
2025-11-19,0.6351198388428504,0.3648801611571496,0.0
2025-11-20,0.6321840694659012,0.3678159305340988,0.0
2025-11-21,0.6126562772486276,0.3873437227513725,0.0
2025-11-22,0.6141500111408364,0.38584998885916366,0.0
2025-11-23,0.6112724288484844,0.3887275711515156,0.0
2025-11-24,0.6160677536765585,0.3839322463234414,0.0
2025-11-25,0.6146164868990985,0.3853835131009015,0.0
2025-11-26,0.6106225899567951,0.389377410043205,0.0
2025-11-27,0.6069698336119236,0.39303016638807636,0.0
2025-11-28,0.6100249545338652,0.38997504546613493,0.0
2025-11-29,0.6126173709858209,0.3873826290141791,0.0
2025-11-30,0.6127520398859594,0.38724796011404056,0.0
2025-12-01,0.606829840606753,0.393170159393247,0.0
2025-12-02,0.5868620235580424,0.41313797644195754,0.0
2025-12-03,0.5744514664816487,0.4255485335183514,0.0
2025-12-04,0.5732029413850582,0.42679705861494177,0.0
2025-12-05,0.5697781794536261,0.430221820546374,0.0
2025-12-06,0.5707786061270327,0.4292213938729673,0.0
2025-12-07,0.5715281117221048,0.4284718882778951,0.0
2025-12-08,0.5739124392769925,0.4260875607230076,0.0
2025-12-09,0.5585794433957596,0.44142055660424045,0.0
2025-12-10,0.5609251330441384,0.4390748669558617,0.0
2025-12-11,0.5597623877281096,0.4402376122718905,0.0
2025-12-12,0.5677317275024072,0.43226827249759275,0.0
2025-12-13,0.567587338621748,0.432412661378252,0.0
2025-12-14,0.5725682130005514,0.42743178699944867,0.0
2025-12-15,0.5721220741901851,0.4278779258098149,0.0
2025-12-16,0.5697738702801783,0.43022612971982166,0.0
2025-12-17,0.5751606879711433,0.4248393120288568,0.0
2025-12-18,0.5758790250125968,0.42412097498740325,0.0
2025-12-19,0.5531997193062603,0.4468002806937398,0.0
2025-12-20,0.5522241619972328,0.4477758380027672,0.0
2025-12-21,0.5558151559400158,0.44418484405998426,0.0
2025-12-22,0.5569855173656835,0.4430144826343166,0.0
2025-12-23,0.5606000153497437,0.4393999846502564,0.0
2025-12-24,0.5487297340795703,0.4512702659204298,0.0
2025-12-25,0.5512695659870148,0.4487304340129851,0.0
2025-12-26,0.5651393090025425,0.43486069099745744,0.0
2025-12-27,0.5653801713443607,0.43461982865563936,0.0
2025-12-28,0.565035348167635,0.43496465183236505,0.0
2025-12-29,0.5629774563038276,0.43702254369617244,0.0
2025-12-30,0.563099573416078,0.4369004265839221,0.0
2025-12-31,0.5818249946056365,0.41817500539436353,0.0
2026-01-01,0.6078923331752337,0.3921076668247663,0.0
2026-01-02,0.6128649916479647,0.38713500835203524,0.0
2026-01-03,0.6154649511010182,0.38453504889898177,0.0
2026-01-04,0.6296956090774953,0.3703043909225046,0.0
2026-01-05,0.6384469750156824,0.36155302498431763,0.0
2026-01-06,0.638573871012737,0.361426128987263,0.0
2026-01-07,0.6277217994991167,0.37227820050088334,0.0
2026-01-08,0.6513423031610186,0.34865769683898135,0.0
